,gt,ocr,cer,wer,n_characters,n_words,report
521,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000010.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000010.txt,0.04670912951167728,0.060948081264108354,2826,443,report-durrgeda_735780412-00000010-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
687,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000010.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000010.txt,0.13588110403397027,0.27313769751693,2826,443,report-durrgeda_735780412-00000010-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
616,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000011.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000011.txt,0.030264415418923225,0.05436893203883495,3139,515,report-durrgeda_735780412-00000011-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
420,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000011.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000011.txt,0.11755336094297547,0.23300970873786409,3139,515,report-durrgeda_735780412-00000011-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
576,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000012.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000012.txt,0.02704291593180482,0.03860294117647059,3402,544,report-durrgeda_735780412-00000012-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
121,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000012.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000012.txt,0.10846560846560846,0.20036764705882354,3402,544,report-durrgeda_735780412-00000012-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
506,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000013.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000013.txt,0.03848600508905852,0.08249496981891348,3144,497,report-durrgeda_735780412-00000013-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
113,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000013.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000013.txt,0.14567430025445294,0.29979879275653926,3144,497,report-durrgeda_735780412-00000013-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
505,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000014.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000014.txt,0.026331018518518517,0.06066176470588235,3456,544,report-durrgeda_735780412-00000014-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
115,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000014.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000014.txt,0.11979166666666667,0.23161764705882354,3456,544,report-durrgeda_735780412-00000014-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
514,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000015.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000015.txt,0.02543424317617866,0.030181086519114688,3224,497,report-durrgeda_735780412-00000015-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
255,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000015.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000015.txt,0.12562034739454095,0.28169014084507044,3224,497,report-durrgeda_735780412-00000015-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
530,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000016.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000016.txt,0.026262626262626262,0.03756708407871199,3465,559,report-durrgeda_735780412-00000016-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
629,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000016.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000016.txt,0.12323232323232323,0.23792486583184258,3465,559,report-durrgeda_735780412-00000016-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
375,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000017.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000017.txt,0.024850299401197606,0.07766990291262135,3340,515,report-durrgeda_735780412-00000017-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
301,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000017.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000017.txt,0.11137724550898204,0.27184466019417475,3340,515,report-durrgeda_735780412-00000017-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
169,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000018.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000018.txt,0.020510483135824976,0.028985507246376812,2194,345,report-durrgeda_735780412-00000018-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
326,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000018.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000018.txt,0.11941659070191431,0.24057971014492754,2194,345,report-durrgeda_735780412-00000018-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
568,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000019.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000019.txt,0.36321155480033984,0.35795454545454547,2354,352,report-durrgeda_735780412-00000019-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
675,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000019.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000019.txt,0.4328802039082413,0.5482954545454546,2354,352,report-durrgeda_735780412-00000019-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
98,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000020.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000020.txt,0.022181146025878003,0.02806122448979592,2705,392,report-durrgeda_735780412-00000020-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
373,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000020.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000020.txt,0.12088724584103512,0.26785714285714285,2705,392,report-durrgeda_735780412-00000020-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
199,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000021.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000021.txt,0.02195504443282802,0.02702702702702703,1913,296,report-durrgeda_735780412-00000021-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
520,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000021.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000021.txt,0.11552535284892838,0.20270270270270271,1913,296,report-durrgeda_735780412-00000021-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
368,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000022.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000022.txt,0.01671397035635446,0.034782608695652174,3171,460,report-durrgeda_735780412-00000022-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
534,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000022.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000022.txt,0.10816777041942605,0.2891304347826087,3171,460,report-durrgeda_735780412-00000022-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
344,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000023.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000023.txt,0.02416823603264281,0.06926406926406926,3186,462,report-durrgeda_735780412-00000023-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
266,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000023.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000023.txt,0.10546139359698682,0.2748917748917749,3186,462,report-durrgeda_735780412-00000023-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
542,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000024.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000024.txt,0.018199233716475097,0.03811659192825112,3132,446,report-durrgeda_735780412-00000024-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
237,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000024.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000024.txt,0.11749680715197956,0.2802690582959641,3132,446,report-durrgeda_735780412-00000024-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
282,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000025.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000025.txt,0.020012507817385866,0.041666666666666664,3198,456,report-durrgeda_735780412-00000025-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
254,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000025.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000025.txt,0.11632270168855535,0.28728070175438597,3198,456,report-durrgeda_735780412-00000025-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
185,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000026.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000026.txt,0.024076517150395778,0.056074766355140186,3032,428,report-durrgeda_735780412-00000026-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
500,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000026.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000026.txt,0.1266490765171504,0.32710280373831774,3032,428,report-durrgeda_735780412-00000026-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
413,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000027.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000027.txt,0.019058963668850508,0.032719836400818,3358,489,report-durrgeda_735780412-00000027-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
565,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000027.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000027.txt,0.11197141155449672,0.26993865030674846,3358,489,report-durrgeda_735780412-00000027-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
651,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000028.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000028.txt,0.020537124802527645,0.05145413870246085,3165,447,report-durrgeda_735780412-00000028-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
418,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000028.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000028.txt,0.10963665086887836,0.2662192393736018,3165,447,report-durrgeda_735780412-00000028-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
583,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000029.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000029.txt,0.019211324570273004,0.038461538461538464,2967,416,report-durrgeda_735780412-00000029-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
672,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000029.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000029.txt,0.1169531513313111,0.27163461538461536,2967,416,report-durrgeda_735780412-00000029-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
86,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000030.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000030.txt,0.02411628675256029,0.02517162471395881,3027,437,report-durrgeda_735780412-00000030-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
561,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000030.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000030.txt,0.13313511727783284,0.2997711670480549,3027,437,report-durrgeda_735780412-00000030-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
251,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000031.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000031.txt,0.019881950916433674,0.010438413361169102,3219,479,report-durrgeda_735780412-00000031-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
309,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000031.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000031.txt,0.10935073004038522,0.22338204592901878,3219,479,report-durrgeda_735780412-00000031-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
517,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000032.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000032.txt,0.014470443349753694,0.006369426751592357,3248,471,report-durrgeda_735780412-00000032-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
667,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000032.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000032.txt,0.11576354679802955,0.25690021231422505,3248,471,report-durrgeda_735780412-00000032-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
384,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000033.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000033.txt,0.025086079685194294,0.02912621359223301,2033,309,report-durrgeda_735780412-00000033-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
335,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000033.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000033.txt,0.1146089522872602,0.2621359223300971,2033,309,report-durrgeda_735780412-00000033-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
16,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000034.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000034.txt,0.0,0.0,1,0,report-durrgeda_735780412-00000034-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
585,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000034.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000034.txt,1.0,0.0,1,0,report-durrgeda_735780412-00000034-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
71,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000035.txt,input/durrgeda_735780412/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000035.txt,0.2645161290322581,0.2878338278931751,2480,337,report-durrgeda_735780412-00000035-OCR-D-GT-PAGEvsOCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
662,input/durrgeda_735780412/OCR-D-GT-PAGE/OCR-D-GT-PAGE_00000035.txt,input/durrgeda_735780412/anahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb/OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb_00000035.txt,0.34233870967741936,0.49554896142433236,2480,337,report-durrgeda_735780412-00000035-OCR-D-GT-PAGEvsanahash-OCR-D-OCR-CALA-gt4histocr-OCR-D-GT-PAGE-BINPAGE-sbb.json
